Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived_no,Survived_yes
25.0,1,0,7.775,False,False,True,False,True,False,False,True,False,True
30.0,0,0,7.8792,False,False,True,True,False,False,True,False,False,True
33.0,1,0,53.1,True,False,False,True,False,False,False,True,False,True
43.0,1,0,27.7208,True,False,False,False,True,True,False,False,True,False
30.0,1,0,16.1,False,False,True,False,True,False,False,True,True,False
65.0,0,0,26.55,True,False,False,False,True,False,False,True,True,False
38.0,0,0,227.525,True,False,False,True,False,True,False,False,False,True
22.0,0,1,55.0,True,False,False,True,False,False,False,True,False,True
29.0,1,1,10.4625,False,False,True,True,False,False,False,True,True,False
38.0,0,0,7.2292,False,False,True,True,False,True,False,False,True,False
18.0,0,0,73.5,False,True,False,False,True,False,False,True,True,False
30.0,1,0,52.0,True,False,False,True,False,False,False,True,False,True
36.0,0,1,512.3292,True,False,False,False,True,True,False,False,False,True
55.0,0,0,16.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
33.0,0,0,12.275,False,True,False,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
71.0,0,0,34.6542,True,False,False,False,True,True,False,False,True,False
30.0,0,0,6.95,False,False,True,False,True,False,True,False,True,False
30.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
25.0,0,0,7.7958,False,False,True,False,True,False,False,True,True,False
1.0,4,1,39.6875,False,False,True,False,True,False,False,True,True,False
31.0,1,0,18.0,False,False,True,True,False,False,False,True,True,False
22.0,0,0,10.5167,False,False,True,True,False,False,False,True,True,False
29.0,0,0,7.8958,False,False,True,False,True,True,False,False,False,True
31.0,1,1,20.525,False,False,True,True,False,False,False,True,False,True
24.0,0,0,13.5,False,True,False,False,True,False,False,True,False,True
19.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
18.0,0,0,8.05,False,False,True,False,True,False,False,True,False,True
36.0,1,0,17.4,False,False,True,True,False,False,False,True,False,True
26.0,0,2,13.775,False,False,True,True,False,False,False,True,False,True
25.0,0,0,7.05,False,False,True,False,True,False,False,True,True,False
28.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
70.0,1,1,71.0,True,False,False,False,True,False,False,True,True,False
32.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
19.0,0,0,8.05,False,False,True,False,True,False,False,True,False,True
16.0,4,1,39.6875,False,False,True,False,True,False,False,True,True,False
25.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
50.0,0,0,28.7125,True,False,False,True,False,True,False,False,True,False
35.0,0,0,7.05,False,False,True,False,True,False,False,True,True,False
28.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
27.0,1,2,52.0,True,False,False,True,False,False,False,True,False,True
27.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
12.0,0,0,15.75,False,True,False,True,False,False,False,True,False,True
4.0,4,2,31.275,False,False,True,False,True,False,False,True,True,False
45.0,0,0,7.225,False,False,True,True,False,True,False,False,True,False
19.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
2.0,1,2,151.55,True,False,False,True,False,False,False,True,True,False
27.0,0,0,30.5,True,False,False,False,True,False,False,True,False,True
31.0,1,0,52.0,True,False,False,False,True,False,False,True,True,False
19.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
24.0,0,2,14.5,False,True,False,True,False,False,False,True,False,True
17.0,1,0,7.0542,False,False,True,False,True,False,False,True,True,False
30.0,0,2,29.0,False,True,False,False,True,False,False,True,False,True
57.0,0,0,10.5,False,True,False,True,False,False,False,True,True,False
17.0,0,0,10.5,False,True,False,True,False,False,False,True,False,True
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,0,0,56.9292,True,False,False,True,False,True,False,False,False,True
43.0,1,1,26.25,False,True,False,False,True,False,False,True,True,False
30.0,1,1,22.3583,False,False,True,True,False,True,False,False,False,True
18.0,0,0,7.75,False,False,True,False,True,False,False,True,True,False
27.0,0,0,8.6625,False,False,True,False,True,False,False,True,True,False
30.0,1,1,18.75,False,True,False,False,True,False,False,True,False,True
26.0,1,2,20.575,False,False,True,False,True,False,False,True,True,False
9.0,3,2,27.9,False,False,True,True,False,False,False,True,True,False
29.0,0,0,7.925,False,False,True,False,True,False,False,True,True,False
25.0,1,0,55.4417,True,False,False,False,True,True,False,False,False,True
22.0,0,0,10.5,False,True,False,True,False,False,False,True,True,False
30.0,1,0,15.5,False,False,True,True,False,False,True,False,False,True
30.0,0,0,7.8792,False,False,True,True,False,False,True,False,False,True
28.0,1,1,14.4,False,False,True,True,False,False,False,True,True,False
22.0,0,0,8.9625,False,False,True,True,False,False,False,True,True,False
27.0,0,1,12.475,False,False,True,True,False,False,False,True,False,True
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
36.0,1,1,24.15,False,False,True,False,True,False,False,True,True,False
41.0,0,0,15.0458,False,True,False,False,True,True,False,False,True,False
26.0,0,0,7.925,False,False,True,True,False,False,False,True,False,True
8.0,0,2,32.5,False,True,False,False,True,False,False,True,True,False
42.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
55.0,2,0,25.7,True,False,False,True,False,False,False,True,False,True
30.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
26.0,1,0,14.4542,False,False,True,False,True,True,False,False,True,False
15.0,0,0,8.0292,False,False,True,True,False,False,True,False,False,True
45.0,1,0,52.5542,True,False,False,True,False,False,False,True,False,True
30.0,0,0,7.2292,False,False,True,False,True,True,False,False,False,True
30.0,0,0,0.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,30.5,True,False,False,False,True,False,False,True,False,True
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
29.0,0,2,15.2458,False,False,True,True,False,True,False,False,False,True
30.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
59.0,0,0,13.5,False,True,False,False,True,False,False,True,True,False
30.0,0,0,7.05,False,False,True,False,True,False,False,True,True,False
52.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
32.0,1,0,15.85,False,False,True,False,True,False,False,True,True,False
11.0,0,0,18.7875,False,False,True,False,True,True,False,False,True,False
30.0,0,0,7.2292,False,False,True,False,True,True,False,False,True,False
36.0,1,2,120.0,True,False,False,True,False,False,False,True,False,True
24.0,0,0,7.25,False,False,True,False,True,False,True,False,False,True
51.0,0,1,61.3792,True,False,False,False,True,True,False,False,True,False
30.0,1,0,24.15,False,False,True,False,True,False,True,False,True,False
39.0,1,0,55.9,True,False,False,True,False,False,False,True,False,True
27.0,1,0,13.8583,False,True,False,True,False,True,False,False,False,True
49.0,0,0,25.9292,True,False,False,True,False,False,False,True,False,True
30.0,0,0,13.0,False,True,False,True,False,False,False,True,False,True
44.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,0,0,35.0,True,False,False,False,True,False,False,True,True,False
34.0,0,0,10.5,False,True,False,True,False,False,False,True,False,True
39.0,0,0,211.3375,True,False,False,True,False,False,False,True,True,False
63.0,1,0,221.7792,True,False,False,True,False,False,False,True,False,True
25.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
30.0,1,1,14.5,False,False,True,False,True,False,False,True,True,False
49.0,0,0,0.0,True,False,False,False,True,False,False,True,True,False
30.0,0,0,8.05,False,False,True,False,True,False,False,True,False,True
30.0,0,0,7.05,False,False,True,False,True,False,False,True,True,False
37.0,1,1,83.1583,True,False,False,False,True,True,False,False,False,True
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
29.0,0,0,13.8583,False,True,False,False,True,True,False,False,True,False
26.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
52.0,1,1,93.5,True,False,False,True,False,False,False,True,False,True
24.0,0,2,16.7,False,False,True,True,False,False,False,True,False,True
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
30.0,1,0,82.1708,True,False,False,True,False,True,False,False,False,True
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,1,2,23.45,False,False,True,True,False,False,False,True,True,False
20.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
42.0,0,0,13.0,False,True,False,True,False,False,False,True,False,True
36.0,0,0,13.0,False,True,False,True,False,False,False,True,False,True
24.0,0,0,79.2,True,False,False,False,True,True,False,False,True,False
24.0,1,2,65.0,False,True,False,True,False,False,False,True,True,False
30.0,0,0,8.05,False,False,True,True,False,False,False,True,True,False
30.0,3,1,25.4667,False,False,True,True,False,False,False,True,True,False
30.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,7.7292,False,False,True,False,True,False,True,False,True,False
30.0,1,0,133.65,True,False,False,True,False,False,False,True,False,True
35.0,0,0,26.55,True,False,False,False,True,True,False,False,False,True
47.0,0,0,38.5,True,False,False,False,True,False,False,True,True,False
30.0,2,0,23.25,False,False,True,True,False,False,True,False,False,True
38.0,0,0,80.0,True,False,False,True,False,True,False,False,False,True
22.0,1,1,29.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
30.0,1,0,16.1,False,False,True,False,True,False,False,True,True,False
32.0,0,0,13.5,False,True,False,False,True,False,False,True,True,False
17.0,1,0,57.0,True,False,False,True,False,False,False,True,False,True
38.0,0,0,13.0,False,True,False,True,False,False,False,True,True,False
41.0,0,0,134.5,True,False,False,True,False,True,False,False,False,True
2.0,0,1,10.4625,False,False,True,True,False,False,False,True,True,False
60.0,1,1,79.2,True,False,False,False,True,True,False,False,False,True
34.0,1,0,26.0,False,True,False,False,True,False,False,True,True,False
48.0,1,3,262.375,True,False,False,True,False,True,False,False,False,True
40.0,0,0,27.7208,True,False,False,False,True,True,False,False,True,False
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
25.0,0,0,7.7417,False,False,True,False,True,False,True,False,True,False
37.0,2,0,7.925,False,False,True,False,True,False,False,True,True,False
39.0,0,0,108.9,True,False,False,True,False,True,False,False,True,False
30.0,0,0,86.5,True,False,False,True,False,False,False,True,False,True
32.0,0,0,76.2917,True,False,False,True,False,True,False,False,False,True
35.0,1,0,57.75,True,False,False,True,False,True,False,False,False,True
19.0,3,2,263.0,True,False,False,False,True,False,False,True,True,False
26.0,0,0,7.775,False,False,True,False,True,False,False,True,True,False
5.0,0,0,12.475,False,False,True,True,False,False,False,True,False,True
30.0,0,0,7.2292,False,False,True,False,True,True,False,False,True,False
50.0,1,1,211.5,True,False,False,False,True,True,False,False,False,True
26.0,0,0,7.8792,False,False,True,False,True,False,True,False,False,True
30.0,1,2,151.55,True,False,False,False,True,False,False,True,False,True
49.0,0,0,26.0,True,False,False,False,True,False,False,True,True,False
32.0,0,0,7.925,False,False,True,False,True,False,False,True,False,True
29.0,0,0,7.775,False,False,True,False,True,False,False,True,True,False
27.0,1,0,21.0,False,True,False,True,False,False,False,True,True,False
30.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
29.0,1,0,26.0,False,True,False,True,False,False,False,True,False,True
57.0,1,1,164.8667,True,False,False,False,True,False,False,True,False,True
30.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,False,True
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
50.0,1,0,106.425,True,False,False,False,True,True,False,False,True,False
21.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
28.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
38.0,0,0,8.6625,False,False,True,False,True,False,False,True,True,False
42.0,0,0,26.55,True,False,False,False,True,False,False,True,False,True
30.0,0,0,7.75,False,False,True,True,False,False,True,False,False,True
32.0,0,0,7.5792,False,False,True,False,True,False,False,True,True,False
43.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
16.0,1,1,20.25,False,False,True,False,True,False,False,True,True,False
36.0,0,0,13.0,False,True,False,True,False,False,False,True,False,True
51.0,0,0,7.75,False,False,True,False,True,False,False,True,True,False
38.0,1,0,21.0,False,True,False,False,True,False,False,True,False,True
26.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
